Price,dia,tempMedia,tempMax,tempMin,humedadMedia,humedadMax,humedadMin,velViento,dirViento,velVientoMax,dirVientoVelMax,radiacion,precipitacion,Dia,Mes,AÃ±o
67,284.0,19.54,22.96,16.46,72.1,80.4,63.4,0.5650000000000001,307.9,2.597,24.64,13.33,0.0,10,10,2020
69,286.0,17.78,21.03,14.6,62.07,80.3,44.36,0.858,75.0,3.459,154.1,17.97,0.0,12,10,2020
72,287.0,16.81,20.71,13.73,63.36,80.3,42.38,1.874,299.9,5.116,261.6,18.2,0.0,13,10,2020
70,288.0,17.51,21.13,13.93,62.59,72.7,41.98,2.589,307.1,10.43,272.7,17.21,0.0,14,10,2020
70,289.0,17.55,22.71,14.4,58.31,77.2,39.63,1.42,317.3,4.802,258.1,17.32,0.0,15,10,2020
62,290.0,16.71,21.39,13.2,57.52,73.2,36.24,1.126,329.8,4.018,321.6,17.32,0.0,16,10,2020
56,291.0,15.97,19.77,12.74,66.65,80.0,45.32,0.894,343.0,3.695,4.36,16.99,0.0,17,10,2020
65,293.0,18.08,22.76,14.93,55.51,77.5,26.22,1.219,354.1,4.743,153.1,16.46,0.0,19,10,2020
71,294.0,19.17,23.57,14.6,65.43,73.6,45.05,1.07,75.1,9.3,266.0,13.17,0.0,20,10,2020
75,295.0,19.49,23.3,15.92,71.2,84.0,54.97,1.977,266.8,6.889,258.0,11.33,2.0,21,10,2020
76,296.0,18.13,20.05,16.19,77.9,85.6,62.52,1.445,286.0,5.057,353.3,3.902,7.0,22,10,2020
101,297.0,17.17,20.24,14.46,72.9,84.0,57.73,1.677,294.0,6.478,257.4,14.89,0.2,23,10,2020
101,298.0,17.1,21.23,14.06,63.58,78.5,43.44,1.166,311.1,4.047,246.4,16.15,0.0,24,10,2020
85,300.0,17.65,22.1,13.27,56.31,82.4,30.02,1.848,254.8,8.04,224.6,15.53,0.0,26,10,2020
84,301.0,15.59,19.51,12.67,52.34,65.45,36.77,1.802,312.7,5.4,255.7,15.76,0.0,27,10,2020
88,302.0,15.39,19.58,12.13,64.68,82.5,46.53,0.866,19.11,3.146,337.0,15.28,0.0,28,10,2020
87,303.0,16.16,20.96,10.87,65.58,79.0,45.36,0.458,51.85,2.93,152.2,15.11,0.0,29,10,2020
111,304.0,17.13,22.16,13.27,65.91,76.6,49.36,0.632,308.3,4.9,243.6,15.05,0.0,30,10,2020
107,305.0,18.12,22.9,14.86,61.06,72.5,45.11,0.925,296.7,3.861,0.758,13.84,0.0,31,10,2020
115,307.0,14.37,17.98,11.54,85.2,95.5,67.56,0.367,318.3,2.509,265.2,11.06,0.2,2,11,2020
112,308.0,15.31,19.57,11.4,77.6,89.5,59.61,0.512,330.4,2.558,337.1,13.74,0.0,3,11,2020
102,309.0,17.34,22.78,13.8,68.81,81.4,51.18,0.922,15.5,3.41,335.3,9.23,0.0,4,11,2020
98,310.0,21.11,26.7,17.31,52.38,74.7,35.22,1.652,21.63,10.69,266.8,5.7940000000000005,0.4,5,11,2020
94,311.0,24.05,28.76,19.91,37.91,63.58,27.48,1.731,10.35,8.36,277.7,6.325,0.0,6,11,2020
87,312.0,18.27,22.52,15.32,68.2,79.2,40.77,1.907,293.3,9.94,254.7,13.21,4.6,7,11,2020
78,314.0,16.35,20.23,13.14,71.6,82.9,57.87,0.8250000000000001,315.5,3.293,326.1,13.22,0.0,9,11,2020
80,315.0,17.06,21.1,14.13,73.5,82.7,58.46,0.648,0.667,3.175,7.11,13.42,0.0,10,11,2020
74,316.0,17.41,22.7,13.73,63.67,78.6,47.91,1.213,22.6,4.194,95.7,13.41,0.0,11,11,2020
67,317.0,17.1,20.91,13.73,62.98,80.1,42.04,1.035,339.5,3.949,15.07,11.4,0.0,12,11,2020
65,318.0,18.07,22.11,15.26,67.08,78.2,52.31,0.866,308.2,3.636,270.1,10.98,0.0,13,11,2020
65,319.0,18.52,21.84,16.92,75.0,84.2,64.12,0.624,256.6,3.136,231.3,9.89,0.0,14,11,2020
71,321.0,18.06,21.97,14.2,79.3,93.2,55.72,0.594,298.0,4.234,261.0,11.72,0.0,16,11,2020
81,322.0,18.67,22.1,15.99,66.47,85.6,47.78,1.288,322.0,4.341,349.6,11.91,0.0,17,11,2020
78,323.0,17.52,22.23,15.46,72.6,88.6,55.03,0.996,343.6,3.469,10.61,9.97,0.0,18,11,2020
68,324.0,16.61,20.51,14.13,71.7,80.2,60.99,1.097,358.1,3.851,336.1,6.876,0.0,19,11,2020
68,325.0,16.95,21.45,13.27,70.4,78.7,52.38,1.114,19.02,4.106,341.9,11.41,0.0,20,11,2020
70,326.0,17.41,21.24,12.73,63.9,77.7,48.11,1.441,99.1,4.88,133.1,11.12,0.0,21,11,2020
74,328.0,13.94,19.18,10.67,62.34,73.8,48.52,1.619,7.73,4.459,348.6,12.12,0.0,23,11,2020
90,329.0,13.79,19.77,9.87,61.45,71.8,44.78,1.606,328.1,5.057,347.0,11.6,0.0,24,11,2020
95,330.0,14.73,18.51,11.34,68.4,79.7,54.99,1.27,24.84,4.194,339.0,10.38,0.0,25,11,2020
94,331.0,15.62,19.52,11.87,64.48,86.0,42.11,1.478,347.5,10.93,261.9,2.041,28.0,26,11,2020
87,332.0,12.96,16.72,10.6,74.2,87.2,56.38,1.5710000000000002,326.3,5.978,265.0,8.83,10.8,27,11,2020
90,333.0,13.87,19.51,9.81,59.44,68.37,42.84,1.899,322.6,6.448,265.3,11.86,0.0,28,11,2020
82,335.0,16.1,20.77,12.6,58.16,71.4,43.17,1.549,27.91,6.38,100.0,11.6,0.0,30,11,2020
69,336.0,15.44,20.59,12.54,61.09,74.1,42.31,1.621,320.8,5.155,307.5,11.25,0.0,1,12,2020
66,337.0,14.35,19.31,11.13,66.44,80.5,48.98,1.265,346.3,4.067,336.1,11.06,0.0,2,12,2020
68,338.0,13.9,18.78,11.54,60.71,70.7,45.98,1.621,326.6,4.449,285.8,9.29,0.0,3,12,2020
75,339.0,15.29,17.66,11.4,52.64,68.13,28.37,4.94,262.6,11.98,272.4,9.36,0.0,4,12,2020
78,340.0,10.79,15.98,6.937,45.53,59.74,33.04,1.209,333.3,7.15,264.1,11.67,0.0,5,12,2020
83,342.0,14.34,18.12,8.48,54.08,70.5,39.31,4.164,283.1,12.99,264.6,10.08,0.0,7,12,2020
75,344.0,12.47,16.32,9.01,50.08,68.81,39.59,1.929,328.3,6.017,248.4,11.46,0.0,9,12,2020
77,345.0,14.63,18.72,10.67,62.4,81.9,43.12,2.766,309.3,11.33,265.0,8.41,0.0,10,12,2020
73,346.0,18.38,23.91,14.19,64.33,81.5,48.1,4.222,276.4,13.41,254.2,8.26,0.0,11,12,2020
66,347.0,18.47,23.5,14.65,57.55,69.94,42.51,1.715,312.1,12.52,246.0,10.93,0.0,12,12,2020
66,349.0,14.96,17.79,12.07,74.4,87.0,57.21,1.149,262.6,5.459,296.4,8.42,0.0,14,12,2020
70,350.0,14.7,18.73,11.07,67.16,80.5,53.2,1.179,305.7,5.331,255.2,10.51,0.0,15,12,2020
71,351.0,13.24,17.78,10.67,61.95,78.6,35.78,1.039,333.6,4.175,349.9,10.39,0.0,16,12,2020
70,352.0,13.91,16.99,11.8,68.82,77.1,57.33,0.729,336.4,3.342,3.697,4.86,0.0,17,12,2020
68,353.0,12.94,17.31,10.33,68.41,79.2,53.26,1.124,329.2,3.9,5.9719999999999995,10.39,0.0,18,12,2020
66,354.0,13.34,17.38,9.74,72.3,82.5,60.48,1.49,302.5,5.076,256.4,9.51,0.0,19,12,2020
68,356.0,13.97,18.65,11.47,66.91,81.3,49.45,1.222,346.0,4.204,329.4,10.51,0.0,21,12,2020
69,357.0,14.12,19.05,11.4,66.47,77.8,54.71,1.039,357.3,3.567,352.6,10.68,0.0,22,12,2020
70,358.0,13.46,17.58,10.6,69.92,82.5,55.06,1.615,317.9,4.645,257.3,10.73,0.0,23,12,2020
74,359.0,13.82,18.25,11.2,66.34,79.2,55.41,1.095,2.761,3.753,336.4,10.72,0.0,24,12,2020
80,361.0,10.04,15.32,6.277,53.15,70.8,33.23,1.353,9.25,4.018,342.2,11.18,0.0,26,12,2020
73,363.0,14.95,17.72,10.6,49.8,68.92,28.43,5.91,262.8,15.34,243.4,10.58,0.0,28,12,2020
71,364.0,11.64,17.05,8.15,46.19,53.88,33.96,1.929,327.8,10.05,276.9,11.18,0.0,29,12,2020
71,364.0,11.64,17.05,8.15,46.19,53.88,33.96,1.929,327.8,10.05,276.9,11.18,0.0,29,12,2020
73,365.0,10.76,16.58,7.61,45.67,61.15,29.64,1.921,329.9,5.508,354.2,11.36,0.0,30,12,2020
76,366.0,10.02,15.52,6.01,46.09,61.21,31.64,2.267,331.2,5.214,258.1,11.21,0.0,31,12,2020
87,2.0,10.52,15.78,6.344,36.65,48.88,19.02,1.834,341.3,7.57,272.7,11.47,0.0,2,1,2021
91,4.0,9.33,14.52,4.808,43.25,51.47,30.38,2.396,330.5,6.684,265.3,11.45,0.0,4,1,2021
95,5.0,10.31,15.79,6.678,49.9,60.54,37.65,1.832,29.34,5.361,0.0,9.46,0.0,5,1,2021
89,7.0,9.52,10.8,8.41,78.2,85.6,70.6,1.532,22.71,6.321,351.1,0.931,22.0,7,1,2021
87,8.0,10.49,12.4,9.4,80.2,86.2,72.8,1.416,23.24,5.429,344.9,1.424,25.2,8,1,2021
90,9.0,11.3,13.8,6.411,63.11,87.8,42.45,2.803,287.1,8.8,246.9,10.91,11.2,9,1,2021
103,11.0,8.87,11.73,7.08,75.0,84.7,60.1,0.8270000000000001,10.08,3.871,341.5,4.123,18.0,11,1,2021
107,12.0,9.77,14.99,6.611,63.5,80.2,45.11,1.706,327.3,4.773,247.1,12.05,0.0,12,1,2021
91,13.0,9.81,14.99,6.077,60.5,72.9,42.52,2.256,322.4,5.537,248.2,12.42,0.0,13,1,2021
75,14.0,10.71,15.78,6.5440000000000005,57.39,69.36,37.65,1.44,336.1,4.234,344.5,12.3,0.0,14,1,2021
66,15.0,11.46,16.65,7.48,57.13,78.9,39.05,1.391,328.4,4.557,329.1,12.56,0.0,15,1,2021
65,16.0,11.73,17.18,8.41,57.12,77.6,38.4,1.52,21.02,4.292,345.5,12.26,0.0,16,1,2021
67,18.0,12.13,16.91,8.34,60.95,75.9,41.66,1.054,349.0,3.44,0.095,12.45,0.0,18,1,2021
71,19.0,11.43,16.25,8.15,69.38,79.9,58.69,1.188,334.2,3.469,346.4,11.67,0.0,19,1,2021
83,20.0,12.1,15.93,8.41,66.25,84.2,40.46,2.342,289.6,8.1,254.9,4.698,1.8,20,1,2021
83,21.0,14.22,17.05,9.73,70.7,81.1,59.8,3.72,274.4,10.62,261.9,12.25,0.0,21,1,2021
86,22.0,16.36,20.72,12.13,59.24,87.7,26.29,5.36,266.5,12.26,258.6,13.14,0.2,22,1,2021
74,28.0,13.58,16.99,10.67,81.6,90.8,58.68,0.614,226.2,3.528,0.0,12.59,0.2,28,1,2021
72,29.0,12.73,15.65,10.0,87.7,92.9,77.6,0.643,281.8,4.518,268.5,8.52,0.2,29,1,2021
75,30.0,15.46,20.25,9.01,64.52,91.6,35.7,3.793,270.9,13.28,261.3,13.56,0.2,30,1,2021
74,32.0,16.91,22.3,12.13,62.0,80.1,39.15,2.89,260.1,11.5,262.3,14.26,0.0,1,2,2021
83,33.0,14.56,18.91,9.67,63.29,83.9,35.71,0.974,307.7,4.498,345.9,14.54,0.0,2,2,2021
85,34.0,13.56,17.45,9.28,69.57,79.1,44.41,1.144,281.4,4.871,264.7,12.39,0.0,3,2,2021
90,35.0,13.35,18.45,8.81,75.2,82.2,65.01,0.793,78.4,4.4879999999999995,154.7,12.55,0.0,4,2,2021
78,36.0,17.7,24.84,11.94,48.58,75.6,30.97,2.161,321.5,7.54,261.2,10.23,0.2,5,2,2021
76,37.0,14.51,16.6,11.6,64.65,73.2,48.19,3.344,271.4,9.58,269.4,14.45,0.0,6,2,2021
77,39.0,14.44,16.13,11.94,69.69,86.2,50.93,5.106,257.2,10.74,274.8,11.85,8.2,8,2,2021
78,40.0,14.89,16.72,13.8,70.2,85.0,49.52,4.299,263.7,9.65,255.9,7.52,0.2,9,2,2021
79,41.0,15.24,16.79,13.6,76.4,82.3,69.88,4.938,258.2,12.75,268.1,12.99,0.0,10,2,2021
74,42.0,14.47,18.77,10.73,79.5,88.0,64.58,0.6970000000000001,256.2,3.244,246.5,14.99,0.0,11,2,2021
73,43.0,15.36,21.78,10.8,70.8,90.0,46.85,1.172,305.5,8.52,266.0,15.12,0.2,12,2,2021
66,44.0,14.92,21.06,11.74,58.5,78.5,35.17,1.648,341.4,5.459,0.095,16.02,0.0,13,2,2021
68,46.0,13.68,18.78,10.2,58.18,66.56,45.24,1.6,45.08,5.743,151.2,16.32,0.0,15,2,2021
75,47.0,12.08,17.05,8.08,64.52,78.5,49.18,1.18,315.4,3.734,354.2,16.65,0.0,16,2,2021
82,48.0,12.79,17.24,9.15,71.4,84.6,60.02,0.763,312.2,3.391,24.65,16.65,0.0,17,2,2021
85,49.0,12.92,17.31,9.08,67.19,82.3,38.99,1.495,309.8,4.949,236.1,16.18,0.0,18,2,2021
91,50.0,13.0,17.31,9.01,74.5,87.4,55.88,0.8280000000000001,15.87,3.381,0.0,16.84,0.0,19,2,2021
111,51.0,13.48,16.87,9.47,68.69,84.2,39.92,1.344,31.7,5.263,150.7,15.64,0.0,20,2,2021
102,53.0,13.04,17.18,8.41,53.29,68.56,31.44,2.366,322.6,8.49,259.2,17.51,0.0,22,2,2021
103,54.0,13.96,18.58,9.81,50.91,62.74,38.05,1.718,40.45,5.312,151.7,17.68,0.0,23,2,2021
106,55.0,14.66,19.38,10.73,61.44,72.8,48.72,1.827,68.35,6.066,120.8,16.45,0.0,24,2,2021
114,56.0,16.04,21.51,11.07,56.63,73.4,46.18,1.662,64.16,5.498,110.6,15.08,0.0,25,2,2021
128,57.0,16.76,22.04,12.2,52.53,72.3,38.58,1.708,78.6,5.841,112.6,17.53,0.0,26,2,2021
132,58.0,13.64,19.18,10.41,64.43,76.1,45.05,1.377,30.24,4.459,156.2,11.68,0.0,27,2,2021
129,60.0,16.42,21.18,12.86,56.78,82.5,38.63,1.528,25.79,9.11,268.1,7.32,0.0,1,3,2021
136,61.0,15.42,18.71,11.87,68.69,81.7,56.13,1.225,286.0,4.41,252.6,13.83,0.0,2,3,2021
147,62.0,15.97,21.64,13.13,67.94,83.6,46.43,1.274,131.5,4.684,157.4,13.49,0.0,3,3,2021
147,63.0,14.32,20.18,10.47,62.74,74.8,39.31,1.415,75.7,5.008,134.0,15.62,0.0,4,3,2021
152,64.0,15.25,20.24,11.13,61.62,71.2,49.46,1.434,78.1,4.547,114.1,12.78,0.0,5,3,2021
157,65.0,15.94,20.19,13.0,59.01,76.0,41.1,1.092,58.47,5.184,116.0,4.319,1.8,6,3,2021
168,67.0,14.3,18.64,10.67,72.9,91.5,52.11,1.053,333.5,4.155,252.1,17.35,0.0,8,3,2021
176,68.0,13.68,18.12,10.33,71.8,87.9,55.65,1.283,24.84,4.831,165.0,17.91,4.0,9,3,2021
162,69.0,13.23,18.05,8.81,70.5,83.6,57.01,1.833,309.1,4.841,270.0,19.09,0.0,10,3,2021
149,70.0,14.12,18.38,9.81,70.3,77.6,58.01,1.882,296.0,5.537,222.4,20.04,0.0,11,3,2021
161,71.0,14.77,19.11,10.48,71.0,82.4,55.21,1.049,12.48,3.469,346.3,20.36,0.0,12,3,2021
165,72.0,15.76,20.04,13.2,70.6,82.2,58.27,1.32,283.3,5.253,264.3,19.37,0.0,13,3,2021
182,74.0,15.8,21.98,12.67,55.31,67.36,35.43,1.679,39.06,4.773,353.1,20.63,0.0,15,3,2021
211,75.0,14.9,19.25,11.2,62.09,71.8,39.24,1.689,56.07,4.822,147.6,20.85,0.0,16,3,2021
243,76.0,16.7,22.7,11.01,44.56,71.0,24.95,1.939,44.66,7.91,97.1,20.58,0.0,17,3,2021
260,77.0,15.2,21.24,10.73,56.34,82.7,28.97,1.911,81.7,5.557,111.7,20.65,5.4,18,3,2021
269,78.0,12.78,17.71,9.07,70.5,84.1,51.64,0.951,293.1,3.773,341.9,16.94,4.2,19,3,2021
263,79.0,13.2,18.65,8.94,50.05,84.8,25.16,1.632,62.62,8.7,119.6,15.23,0.0,20,3,2021
273,81.0,13.53,18.31,8.74,54.91,65.47,35.65,1.429,331.2,4.4879999999999995,3.888,22.44,0.0,22,3,2021
302,82.0,14.33,19.04,9.74,61.13,74.6,39.05,1.443,309.0,4.283,335.3,22.44,0.0,23,3,2021
389,83.0,15.24,19.44,11.27,71.0,82.3,54.81,1.075,20.17,3.312,9.57,22.05,0.0,24,3,2021
486,84.0,15.13,19.17,11.54,72.2,81.3,55.67,0.972,307.4,3.548,344.8,22.07,0.0,25,3,2021
538,85.0,15.24,19.12,11.4,67.59,76.9,53.81,1.078,295.3,4.361,276.1,17.17,0.0,26,3,2021
236,86.0,16.55,23.37,11.0,61.8,74.0,43.82,1.401,68.6,4.9,73.7,20.65,0.0,27,3,2021
252,88.0,18.12,25.1,12.53,61.78,80.8,37.98,1.477,239.9,5.165,263.0,19.72,0.0,29,3,2021
323,89.0,18.73,25.9,12.53,57.6,82.6,34.62,1.224,138.5,5.38,88.0,15.16,0.0,30,3,2021
323,89.0,18.73,25.9,12.53,57.6,82.6,34.62,1.224,138.5,5.38,88.0,15.16,0.0,30,3,2021
100,187.0,22.33,28.03,18.66,70.2,96.0,41.35,2.609,251.5,7.42,240.9,28.15,0.0,6,7,2021
87,188.0,21.07,28.03,18.06,68.46,89.0,45.96,1.638,232.8,6.605,265.7,24.53,0.0,7,7,2021
92,189.0,22.46,25.78,17.59,75.5,83.5,49.18,1.543,130.3,5.086,158.9,26.88,0.0,8,7,2021
88,193.0,24.13,29.63,19.65,66.47,98.8,34.75,3.449,249.2,9.34,259.3,24.74,0.0,12,7,2021
90,194.0,23.37,27.56,18.59,66.82,82.9,51.95,0.94,198.8,5.478,60.92,25.16,0.0,13,7,2021
84,195.0,23.33,26.29,20.58,71.7,83.9,56.82,0.87,121.9,4.4879999999999995,158.2,26.52,0.0,14,7,2021
77,197.0,23.57,27.16,19.98,68.65,84.9,47.04,0.922,257.4,3.871,23.41,26.92,0.0,16,7,2021
77,200.0,23.8,27.16,20.52,79.6,93.6,63.15,0.607,191.3,3.655,170.2,26.07,0.0,19,7,2021
66,201.0,23.7,27.29,20.72,82.1,100.0,62.55,0.979,245.2,4.165,255.7,25.94,0.0,20,7,2021
66,202.0,23.73,28.15,18.32,81.3,100.0,64.28,0.755,234.2,3.41,164.3,26.35,0.0,21,7,2021
74,203.0,25.33,29.69,21.45,67.13,83.8,45.08,0.615,238.8,4.479,259.5,25.62,0.0,22,7,2021
66,204.0,24.87,29.15,20.78,81.9,97.6,63.28,0.87,243.9,3.763,260.1,21.93,0.0,23,7,2021
61,205.0,25.46,31.36,21.12,67.78,95.9,32.01,1.75,248.6,6.007,268.2,22.66,0.0,24,7,2021
71,208.0,24.31,28.77,21.58,76.0,85.7,48.49,1.005,133.0,4.733,158.0,25.94,0.0,27,7,2021
56,210.0,25.14,28.56,21.78,79.9,95.7,59.88,0.786,226.8,3.989,318.6,23.26,0.0,29,7,2021
65,211.0,23.83,26.1,22.25,87.3,99.3,72.9,1.899,246.8,5.713,214.8,22.98,0.0,30,7,2021
65,214.0,23.03,27.69,17.59,69.7,94.8,42.22,0.604,233.4,3.077,251.1,24.29,0.0,2,8,2021
68,215.0,24.13,27.81,21.05,76.8,91.0,60.81,0.811,234.2,3.038,243.1,23.56,0.0,3,8,2021
71,216.0,22.28,25.57,19.39,83.2,93.6,66.63,1.094,234.2,4.4879999999999995,240.8,25.07,0.0,4,8,2021
70,217.0,23.75,27.75,18.99,80.2,97.5,62.69,0.614,205.1,2.93,274.6,25.7,0.0,5,8,2021
69,218.0,23.67,27.82,19.59,82.0,100.0,56.36,0.763,241.3,5.155,238.9,25.92,0.0,6,8,2021
68,219.0,22.77,26.7,18.66,73.1,96.8,50.83,2.681,255.0,9.22,271.1,26.02,0.2,7,8,2021
75,221.0,24.67,27.7,21.72,81.6,95.4,62.76,1.052,214.9,4.733,148.4,20.13,0.0,9,8,2021
78,222.0,25.29,28.7,22.51,74.6,91.5,48.02,0.982,221.7,9.44,16.86,12.81,0.0,10,8,2021
78,223.0,26.19,32.51,23.04,72.5,88.1,34.09,1.758,251.1,7.96,181.5,17.19,1.6,11,8,2021
80,224.0,26.93,30.5,23.51,70.7,85.8,46.69,1.261,250.4,8.89,241.9,21.84,0.0,12,8,2021
77,225.0,25.3,28.82,21.72,84.5,100.0,69.22,0.747,207.9,3.067,155.5,18.63,0.0,13,8,2021
89,226.0,25.94,29.61,23.24,83.6,96.9,64.41,0.959,242.5,3.636,247.4,21.77,0.0,14,8,2021
86,228.0,26.06,29.29,22.78,88.5,100.0,71.3,0.732,202.5,4.439,264.9,22.43,0.0,16,8,2021
91,229.0,26.53,30.22,24.51,76.8,92.6,59.22,1.126,154.3,4.567,180.7,14.73,0.0,17,8,2021
93,230.0,26.06,29.15,23.71,75.1,91.1,56.74,1.011,216.3,3.058,181.2,19.87,0.4,18,8,2021
98,231.0,25.97,29.09,24.04,75.6,86.4,61.68,0.589,214.1,3.469,262.3,16.98,0.6000000000000001,19,8,2021
96,232.0,26.49,29.61,23.71,73.8,85.3,61.61,0.857,171.4,3.224,174.3,21.96,0.0,20,8,2021
89,233.0,26.58,30.09,24.17,75.0,90.7,60.28,0.949,179.5,5.635,11.46,15.08,0.0,21,8,2021
89,235.0,27.37,32.96,24.38,71.3,88.5,39.35,2.061,251.1,9.75,274.9,12.35,0.0,23,8,2021
82,236.0,26.98,29.63,25.11,67.73,80.0,45.36,1.368,206.1,7.19,276.1,14.58,0.0,24,8,2021
81,237.0,26.48,30.01,23.44,68.04,84.6,48.29,0.773,163.8,3.861,161.9,22.37,0.0,25,8,2021
76,238.0,25.4,29.28,21.65,71.1,84.6,55.43,0.878,249.9,3.224,162.1,22.21,0.0,26,8,2021
76,239.0,25.48,31.02,20.85,69.92,84.4,47.35,1.719,272.1,5.694,238.8,21.4,0.0,27,8,2021
75,240.0,25.31,28.03,22.19,74.1,90.2,53.09,2.98,258.7,8.04,249.9,22.37,0.0,28,8,2021
81,242.0,22.73,25.96,19.33,77.2,87.4,67.03,0.746,277.9,2.597,245.7,22.22,0.0,30,8,2021
76,243.0,24.97,29.16,20.92,73.9,86.4,56.02,1.536,243.1,5.272,267.1,18.02,0.0,31,8,2021
77,244.0,25.23,28.49,22.45,74.0,88.9,54.62,1.738,258.4,5.106,234.9,15.86,0.0,1,9,2021
77,245.0,23.77,27.42,20.58,76.5,90.2,57.82,0.838,235.5,3.244,263.8,21.63,0.0,2,9,2021
90,246.0,23.88,27.69,20.65,69.37,85.9,49.17,0.872,301.3,3.244,161.3,21.65,0.0,3,9,2021
96,247.0,24.26,27.82,20.58,73.1,86.4,49.64,0.986,83.6,4.626,27.57,21.35,0.0,4,9,2021
93,249.0,27.04,33.35,22.45,56.74,88.6,25.07,1.158,83.9,5.155,133.8,18.16,0.0,6,9,2021
83,250.0,27.64,31.42,24.84,51.94,79.3,24.01,1.646,269.9,5.439,248.6,19.44,0.0,7,9,2021
75,251.0,25.58,27.77,22.25,66.99,77.0,54.76,2.967,272.9,8.15,261.2,21.28,0.0,8,9,2021
64,252.0,24.53,29.76,20.65,60.18,82.0,36.29,1.966,311.2,6.958,228.3,20.92,0.0,9,9,2021
57,254.0,24.93,28.95,21.18,53.86,78.3,39.37,0.8290000000000001,359.2,3.263,5.4,20.3,0.0,11,9,2021
68,256.0,26.16,29.1,24.18,53.73,89.7,34.42,1.987,7.26,6.88,329.2,4.401,0.8,13,9,2021
62,257.0,25.92,31.24,22.38,54.07,81.7,30.15,1.451,307.2,8.66,11.56,7.01,0.0,14,9,2021
70,258.0,23.99,26.9,19.72,64.66,82.5,47.17,2.866,273.1,7.3,262.9,20.4,0.0,15,9,2021
77,259.0,22.37,26.36,18.73,71.6,85.9,55.11,1.397,289.7,5.439,248.4,20.37,0.0,16,9,2021
85,260.0,22.55,26.29,19.33,68.98,88.4,47.17,1.336,281.5,4.185,282.1,20.16,0.0,17,9,2021
79,261.0,22.5,25.83,19.59,76.6,90.0,65.77,1.174,288.2,4.841,257.1,19.73,0.0,18,9,2021
