Price,dia,tempMedia,tempMax,tempMin,humedadMedia,humedadMax,humedadMin,velViento,dirViento,velVientoMax,dirVientoVelMax,radiacion,precipitacion,Dia,Mes,AÃ±o
75,263.0,24.17,27.49,21.72,75.21,87.8,56.27,0.62,262.43,3.322,255.9,19.8,0.0,20,9,2021
61,264.0,23.61,27.69,19.92,61.63,85.9,44.49,1.907,70.4,8.06,111.1,21.48,0.0,21,9,2021
60,265.0,23.6,28.77,19.99,55.52,77.5,41.49,1.705,74.2,5.86,70.8,17.57,0.0,22,9,2021
53,266.0,24.63,29.23,20.25,55.56,76.5,38.23,1.925,61.25,7.08,112.9,17.23,0.0,23,9,2021
54,267.0,24.53,27.23,22.18,71.8,94.1,54.51,0.845,185.0,4.292,148.1,16.49,0.0,24,9,2021
52,268.0,23.47,26.83,19.65,78.7,100.0,47.09,1.858,256.7,5.9190000000000005,258.7,18.67,0.8,25,9,2021
56,270.0,21.73,26.76,17.86,60.67,86.1,42.71,0.8290000000000001,302.6,3.42,212.9,20.37,0.0,27,9,2021
56,271.0,21.98,26.49,18.46,63.08,81.9,42.91,1.031,312.2,3.058,8.53,19.93,0.0,28,9,2021
56,271.0,21.98,26.49,18.46,63.08,81.9,42.91,1.031,312.2,3.058,8.53,19.93,0.0,28,9,2021
56,272.0,21.84,26.16,18.39,65.21,84.5,48.31,0.798,327.7,2.362,346.1,19.41,0.0,29,9,2021
59,273.0,22.57,27.29,18.46,67.2,86.7,35.1,0.985,316.3,3.616,239.4,19.06,0.0,30,9,2021
61,274.0,22.51,26.83,19.39,72.4,86.7,52.69,1.239,291.3,3.822,237.0,18.18,0.0,1,10,2021
71,275.0,21.82,25.82,19.39,74.0,84.8,58.22,0.96,302.0,3.675,247.7,17.78,0.0,2,10,2021
71,277.0,20.51,25.44,17.26,44.48,63.6,30.96,1.111,37.57,4.263,151.6,14.41,0.0,4,10,2021
81,278.0,19.66,24.03,15.87,54.68,72.3,41.11,1.015,313.2,3.146,305.8,18.9,0.0,5,10,2021
87,279.0,20.89,25.69,15.26,56.52,81.1,34.31,0.62,38.73,2.274,162.7,19.09,0.0,6,10,2021
102,280.0,21.07,26.37,17.52,69.48,81.8,48.56,0.929,35.26,4.067,152.3,18.54,0.0,7,10,2021
112,281.0,21.22,24.9,17.66,71.0,84.5,56.65,0.911,304.8,3.401,187.3,18.12,0.0,8,10,2021
119,282.0,21.47,24.96,18.79,73.1,85.0,56.22,0.772,95.1,3.195,155.1,16.05,0.0,9,10,2021
118,284.0,21.87,27.1,17.39,49.15,70.3,37.22,1.606,49.8,6.429,101.2,16.21,0.0,11,10,2021
115,286.0,19.67,24.17,16.66,70.8,83.1,52.23,0.789,352.1,2.568,160.3,13.55,0.0,13,10,2021
112,287.0,20.07,24.43,16.6,63.84,82.6,48.62,1.01,46.37,4.165,151.1,17.44,0.0,14,10,2021
105,288.0,19.58,24.7,15.87,59.71,77.5,38.76,1.124,316.2,3.93,14.79,16.87,0.0,15,10,2021
109,289.0,19.54,23.3,15.93,68.12,90.0,44.99,1.057,282.9,4.145,232.4,16.23,0.0,16,10,2021
110,291.0,20.59,24.97,17.46,72.2,91.6,44.03,1.134,55.43,4.155,164.1,15.77,0.0,18,10,2021
104,292.0,20.9,25.97,16.86,63.51,78.4,43.02,1.198,48.18,4.675,158.7,16.32,0.0,19,10,2021
101,293.0,20.32,24.43,16.59,57.33,82.9,29.76,1.494,304.6,4.067,249.8,16.48,0.0,20,10,2021
80,294.0,18.69,22.63,15.06,75.4,94.9,41.18,1.089,309.7,4.635,247.5,15.64,0.0,21,10,2021
62,295.0,19.37,23.9,16.06,71.7,91.0,52.71,1.166,355.0,4.273,264.4,14.9,0.0,22,10,2021
56,296.0,19.37,23.7,16.06,59.1,80.1,39.7,1.192,5.498,4.753,160.8,14.73,0.0,23,10,2021
64,298.0,18.37,22.63,14.93,67.09,82.7,50.45,1.166,58.38,4.635,150.3,13.86,0.0,25,10,2021
63,299.0,19.45,24.04,16.47,51.76,79.4,30.89,1.267,45.52,4.92,122.6,12.9,0.0,26,10,2021
64,300.0,19.42,24.63,16.33,56.51,75.7,43.11,1.332,58.18,5.027,119.1,12.86,0.0,27,10,2021
74,301.0,17.93,22.76,14.93,64.42,81.8,43.57,1.019,330.5,3.489,325.1,14.65,0.0,28,10,2021
80,302.0,18.4,21.25,14.93,66.32,82.7,50.65,2.001,291.8,5.9879999999999995,288.5,11.02,0.0,29,10,2021
83,303.0,20.34,22.64,19.32,78.9,87.7,57.51,5.09,257.1,9.86,235.6,10.03,0.0,30,10,2021
83,305.0,19.27,21.45,17.66,82.6,100.0,65.92,4.805,258.7,10.22,254.2,13.21,0.0,1,11,2021
74,306.0,18.82,22.11,16.92,68.63,82.5,46.31,3.414,261.0,8.45,276.0,14.56,0.0,2,11,2021
75,307.0,16.8,20.12,12.2,49.08,80.4,30.69,2.654,271.9,9.95,225.9,10.44,0.0,3,11,2021
67,308.0,14.5,19.84,11.14,46.49,75.0,34.44,1.132,22.64,3.861,319.2,15.37,0.0,4,11,2021
65,309.0,14.55,18.45,11.67,47.49,74.6,26.36,1.319,314.2,4.332,239.3,14.37,0.0,5,11,2021
57,310.0,12.89,17.05,9.74,52.4,76.2,37.51,1.639,310.6,4.704,232.1,12.63,3.8,6,11,2021
63,312.0,13.28,18.51,9.34,43.56,68.95,22.9,1.378,312.8,3.744,234.9,14.09,0.0,8,11,2021
72,313.0,15.31,20.51,11.27,50.6,79.6,28.17,1.195,20.89,3.646,149.9,13.51,0.0,9,11,2021
76,314.0,15.14,19.97,11.67,63.58,83.9,42.32,1.313,309.1,4.136,235.2,13.26,0.0,10,11,2021
72,315.0,15.0,19.84,11.27,57.72,73.7,40.78,1.303,306.7,4.283,260.8,13.29,0.0,11,11,2021
71,316.0,15.31,20.59,12.14,58.57,86.7,35.24,1.064,349.9,3.312,351.4,12.33,0.0,12,11,2021
74,317.0,16.25,21.1,13.27,56.69,78.9,40.71,0.974,331.5,3.616,27.3,12.23,0.0,13,11,2021
82,319.0,16.2,21.23,12.6,52.21,61.54,39.78,1.033,335.8,3.802,259.1,12.57,0.0,15,11,2021
94,320.0,14.83,20.11,11.2,51.74,67.27,36.77,1.282,336.3,3.636,0.379,12.78,0.0,16,11,2021
97,321.0,14.89,20.38,11.14,53.72,64.81,40.72,1.475,32.93,4.253,132.9,12.47,0.0,17,11,2021
92,322.0,17.2,20.31,13.6,48.54,58.94,39.31,2.474,69.24,8.3,95.7,12.18,0.0,18,11,2021
90,323.0,18.78,21.91,14.2,44.15,54.71,38.64,2.7,73.8,8.91,95.3,13.27,0.0,19,11,2021
95,324.0,17.68,19.92,14.13,53.87,66.68,39.3,1.488,28.79,6.066,102.1,4.423,0.6000000000000001,20,11,2021
110,326.0,15.95,19.85,12.47,61.52,85.7,42.71,3.059,289.9,8.1,261.0,11.93,3.0,22,11,2021
106,327.0,14.29,16.52,10.33,50.9,85.8,36.71,2.622,274.4,7.55,238.6,12.4,1.0,23,11,2021
100,328.0,12.37,18.31,8.48,46.39,60.82,32.43,1.873,317.2,8.77,267.0,12.97,0.0,24,11,2021
96,329.0,12.96,17.39,8.68,50.21,68.75,35.97,2.322,304.5,6.742,255.4,11.93,0.0,25,11,2021
85,330.0,13.11,16.32,10.0,50.98,67.42,41.72,1.924,304.5,5.684,248.4,11.94,0.0,26,11,2021
82,331.0,13.05,17.39,9.21,40.1,50.74,23.63,2.716,312.5,9.8,221.6,11.96,0.0,27,11,2021
80,333.0,13.63,19.71,8.88,43.04,60.79,33.77,1.454,357.6,4.939,336.1,11.79,0.0,29,11,2021
82,334.0,13.72,18.66,10.01,56.59,80.2,37.51,1.399,320.9,4.283,0.853,11.47,0.0,30,11,2021
92,335.0,12.9,16.19,9.07,61.1,71.8,44.93,2.405,307.3,8.13,251.2,11.3,0.0,1,12,2021
96,336.0,14.77,18.32,12.0,41.72,70.5,20.96,2.007,315.1,9.51,261.2,9.78,0.0,2,12,2021
103,337.0,12.77,17.92,9.07,35.52,52.52,21.36,1.573,334.4,5.419,8.34,11.7,0.0,3,12,2021
99,338.0,13.1,17.58,8.74,43.9,60.81,29.71,1.343,339.7,4.292,307.9,11.56,0.0,4,12,2021
95,340.0,13.66,18.37,11.07,46.95,77.2,31.23,1.597,318.2,4.547,1.611,11.09,0.0,6,12,2021
98,341.0,13.54,17.38,10.41,55.33,80.8,36.45,1.554,316.3,6.9190000000000005,242.2,10.97,0.0,7,12,2021
95,343.0,13.57,18.33,10.14,48.32,68.2,31.97,1.632,329.1,4.939,326.8,10.48,0.0,9,12,2021
94,344.0,14.66,18.26,12.07,49.64,74.0,37.57,0.973,354.4,4.312,104.3,3.576,0.0,10,12,2021
94,345.0,14.73,19.26,9.87,63.18,100.0,41.25,0.95,8.87,4.087,323.6,10.78,0.0,11,12,2021
97,347.0,14.59,20.25,11.27,48.77,57.4,36.3,1.479,26.49,4.341,110.5,11.01,0.0,13,12,2021
94,348.0,12.69,17.65,8.01,57.96,81.5,43.3,0.974,338.0,3.391,314.2,10.93,0.0,14,12,2021
86,349.0,11.99,17.98,7.55,56.92,77.6,39.52,1.911,26.11,5.782,104.7,10.82,0.0,15,12,2021
89,350.0,14.13,19.32,10.14,47.2,58.55,34.57,2.221,46.82,8.07,125.3,9.73,0.0,16,12,2021
83,352.0,13.79,18.92,9.41,52.31,61.55,37.3,1.357,34.84,4.694,93.5,9.57,0.0,18,12,2021
84,354.0,12.64,17.31,9.87,72.5,88.4,51.46,1.272,320.3,3.714,333.6,7.98,0.0,20,12,2021
91,355.0,13.39,16.98,9.87,79.4,93.0,58.68,0.556,342.8,2.636,12.51,8.4,0.0,21,12,2021
98,356.0,14.63,17.32,11.34,78.1,100.0,43.99,1.101,305.9,4.332,282.1,5.717,0.8,22,12,2021
107,357.0,14.21,17.99,11.0,78.4,95.1,59.87,1.015,28.6,3.42,301.8,6.957,0.0,23,12,2021
101,358.0,14.19,16.19,11.8,90.8,100.0,79.2,1.32,288.7,5.821,225.2,4.347,2.6,24,12,2021
96,361.0,16.39,23.1,12.73,67.17,92.0,43.36,1.773,283.4,6.429,252.1,10.53,0.0,27,12,2021
79,362.0,15.81,20.31,12.14,68.7,95.6,45.78,1.103,11.84,4.616,118.2,10.49,0.0,28,12,2021
79,362.0,15.81,20.31,12.14,68.7,95.6,45.78,1.103,11.84,4.616,118.2,10.49,0.0,28,12,2021
67,363.0,13.87,18.27,10.01,71.3,100.0,39.19,0.659,33.18,3.087,3.982,11.13,0.2,29,12,2021
66,364.0,13.76,17.41,10.93,74.5,100.0,38.85,0.811,328.8,3.244,1.422,10.4,0.0,30,12,2021
74,365.0,11.47,14.65,9.13,95.0,100.0,76.7,0.635,8.39,2.303,154.4,8.22,0.0,31,12,2021
88,3.0,10.41,15.12,6.477,83.1,98.3,67.91,0.895,330.3,3.107,243.2,10.52,0.2,3,1,2022
111,4.0,12.49,18.73,6.878,73.0,91.5,34.77,2.327,291.5,9.07,218.7,8.95,0.0,4,1,2022
101,5.0,12.99,17.66,9.73,45.36,64.42,33.04,1.158,345.7,4.145,332.7,10.65,0.0,5,1,2022
88,7.0,11.32,16.72,7.88,66.34,84.5,46.33,1.612,349.4,4.381,27.5,11.63,0.0,7,1,2022
76,8.0,11.17,16.18,7.68,61.56,82.2,34.25,1.782,313.2,4.547,277.8,10.39,0.0,8,1,2022
82,10.0,14.64,20.65,9.6,59.59,92.1,31.69,0.941,317.4,4.028,321.9,11.57,0.0,10,1,2022
89,11.0,13.41,17.92,9.21,59.63,79.9,50.61,1.333,50.75,5.517,116.7,8.36,0.0,11,1,2022
97,12.0,12.44,16.51,8.94,61.96,78.8,47.58,1.365,59.03,5.596,119.9,12.05,0.0,12,1,2022
90,13.0,12.11,16.12,8.48,49.55,64.09,38.45,2.221,62.03,7.11,149.6,11.48,0.0,13,1,2022
78,14.0,12.14,17.26,8.48,48.91,59.02,37.64,1.6720000000000002,44.41,6.252,94.4,7.68,0.0,14,1,2022
75,15.0,11.0,15.47,7.95,53.62,80.3,29.57,1.565,357.8,4.312,308.4,12.05,0.0,15,1,2022
79,17.0,11.26,15.98,7.41,63.36,89.0,45.26,1.378,50.61,3.832,118.1,11.47,0.0,17,1,2022
92,18.0,10.2,15.91,6.344,53.88,69.25,37.16,1.61,343.5,4.175,2.845,12.3,0.0,18,1,2022
88,19.0,11.45,15.87,7.41,54.48,63.75,38.51,1.487,26.18,3.969,311.4,11.75,0.0,19,1,2022
81,20.0,12.17,16.25,8.14,52.69,65.22,41.05,1.329,49.05,3.832,36.31,12.53,0.0,20,1,2022
77,21.0,10.72,15.18,7.28,57.13,67.57,40.32,1.409,15.21,4.028,298.0,12.36,0.0,21,1,2022
79,22.0,11.8,17.25,8.21,54.09,67.63,42.26,1.991,38.33,5.86,89.6,13.03,0.0,22,1,2022
89,24.0,12.5,17.19,8.81,50.01,56.69,37.84,1.493,53.5,6.115,97.6,10.01,0.0,24,1,2022
87,25.0,13.39,17.31,9.07,46.0,57.34,35.7,2.06,58.5,9.06,102.1,9.28,0.0,25,1,2022
90,26.0,13.86,16.12,11.07,55.13,80.0,39.25,1.141,25.69,4.273,279.8,2.955,1.0,26,1,2022
96,27.0,15.36,19.52,11.8,40.83,53.8,28.37,2.182,76.9,8.26,99.6,10.12,0.2,27,1,2022
101,28.0,14.18,18.98,10.13,43.09,52.07,29.97,1.778,48.87,6.047,117.9,11.97,0.0,28,1,2022
112,29.0,14.65,19.85,10.48,24.14,43.59,10.01,1.911,39.67,6.948,98.4,12.96,0.0,29,1,2022
112,31.0,12.35,16.39,7.48,62.55,100.0,35.85,1.348,304.2,5.468,185.9,12.05,0.0,31,1,2022
108,32.0,13.38,17.39,7.28,48.62,100.0,24.83,1.597,41.34,5.125,93.2,13.42,0.0,1,2,2022
99,33.0,13.09,18.71,9.15,58.48,84.4,30.91,1.24,307.5,5.037,279.5,14.31,0.0,2,2,2022
89,34.0,13.87,17.78,9.01,59.43,88.9,27.1,1.109,314.8,4.479,266.6,13.18,0.0,3,2,2022
87,35.0,12.34,16.91,7.15,90.5,100.0,36.92,0.511,93.6,2.773,131.1,10.8,0.0,4,2,2022
86,36.0,14.39,17.19,10.67,80.9,99.5,39.45,0.499,188.0,2.528,160.5,5.712,0.0,5,2,2022
95,38.0,12.66,16.91,9.54,67.08,87.7,48.06,1.171,325.2,3.45,318.2,14.4,0.0,7,2,2022
111,39.0,13.27,19.24,8.74,52.65,62.36,40.9,1.751,44.8,5.753,118.1,14.58,0.0,8,2,2022
112,40.0,12.6,17.78,8.21,58.89,82.0,40.52,1.465,62.0,4.596,153.9,13.82,0.0,9,2,2022
118,41.0,13.37,16.85,10.21,68.17,84.0,46.25,0.944,342.2,3.606,325.9,15.27,0.0,10,2,2022
119,42.0,12.33,16.38,9.27,72.0,88.7,51.6,1.114,335.9,3.312,329.8,13.68,0.0,11,2,2022
117,43.0,13.3,16.58,11.0,70.0,91.9,52.18,0.805,30.34,3.606,165.5,11.56,0.0,12,2,2022
123,45.0,14.55,18.58,10.01,55.31,82.0,23.63,2.204,320.0,8.08,242.4,15.6,0.0,14,2,2022
123,46.0,13.75,18.79,9.87,45.51,78.6,23.69,1.593,318.1,4.547,20.19,16.02,0.0,15,2,2022
117,47.0,12.73,17.64,9.08,48.12,66.49,25.7,1.063,356.6,3.205,7.77,15.66,0.0,16,2,2022
115,48.0,14.4,18.37,9.21,53.63,88.4,26.97,0.966,348.6,4.43,17.25,16.46,0.0,17,2,2022
115,50.0,14.89,18.77,10.27,75.8,96.3,50.93,1.087,218.4,4.802,262.3,11.38,0.0,19,2,2022
118,52.0,13.44,17.84,9.94,65.6,91.0,43.18,1.121,304.9,3.724,228.7,15.33,0.0,21,2,2022
120,53.0,14.65,19.11,9.87,52.48,70.5,35.38,1.135,26.11,4.39,168.9,17.06,0.0,22,2,2022
119,54.0,14.63,22.11,10.93,48.69,83.4,21.15,1.14,310.9,4.557,19.05,12.02,0.0,23,2,2022
121,55.0,14.62,18.17,10.67,56.07,97.0,33.91,1.228,315.4,5.067,230.4,13.79,1.4,24,2,2022
125,56.0,15.53,19.18,13.33,65.09,100.0,39.78,2.125,90.8,7.7,101.5,11.28,3.2,25,2,2022
132,57.0,15.16,19.19,11.34,54.08,81.5,39.05,2.109,69.01,9.67,109.8,13.58,1.6,26,2,2022
127,59.0,13.69,17.39,10.4,59.21,84.8,41.84,1.049,108.3,4.606,127.0,8.83,0.0,28,2,2022
124,60.0,13.03,17.91,8.81,60.37,84.7,44.99,1.131,312.7,4.096,245.1,18.43,0.0,1,3,2022
121,61.0,13.79,18.31,9.41,55.49,82.2,42.46,1.671,295.6,4.812,247.8,18.26,0.0,2,3,2022
120,62.0,14.53,18.85,10.47,61.54,89.8,42.05,2.311,281.4,8.94,231.4,15.72,0.2,3,3,2022
118,63.0,13.81,17.19,9.53,49.54,60.94,34.83,1.217,36.34,8.71,241.1,8.26,0.0,4,3,2022
112,64.0,14.45,17.85,12.0,51.3,62.2,39.25,1.823,314.2,5.204,232.9,15.25,0.0,5,3,2022
117,66.0,13.56,17.65,11.13,61.45,80.7,46.91,1.523,304.7,6.086,235.9,16.26,0.0,7,3,2022
119,67.0,13.23,17.92,9.27,59.53,79.1,41.77,2.077,308.2,6.105,279.7,13.78,0.0,8,3,2022
119,68.0,14.04,19.32,9.74,52.07,74.9,36.63,1.809,35.07,4.714,312.2,19.18,0.0,9,3,2022
118,69.0,14.13,18.57,10.53,58.29,83.0,44.39,1.194,299.2,4.038,247.7,19.23,0.0,10,3,2022
117,70.0,13.67,17.78,9.87,73.2,100.0,54.67,2.329,283.4,7.11,236.8,11.41,2.0,11,3,2022
107,71.0,14.63,17.85,10.6,68.67,100.0,47.05,2.373,283.1,7.35,266.5,19.36,0.0,12,3,2022
91,73.0,16.81,22.39,14.13,63.84,100.0,30.56,1.51,245.9,8.02,0.095,8.5,0.0,14,3,2022
132,76.0,14.24,17.65,11.94,86.9,100.0,58.59,0.736,282.4,3.557,247.2,5.165,0.4,17,3,2022
171,77.0,14.97,19.25,12.34,77.5,95.8,54.12,0.972,308.2,3.753,201.7,6.634,0.6000000000000001,18,3,2022
163,78.0,14.39,19.25,11.0,67.26,93.7,48.04,1.424,57.74,5.214,147.9,8.45,0.0,19,3,2022
162,80.0,14.7,20.19,12.34,75.2,100.0,44.71,1.475,322.4,6.35,6.067,11.22,7.8,21,3,2022
152,81.0,15.11,18.18,11.8,73.6,88.1,52.26,1.516,59.79,5.508,85.3,11.53,0.2,22,3,2022
143,82.0,16.44,21.58,13.27,70.4,100.0,44.77,1.838,70.2,6.096,9.95,8.24,6.4,23,3,2022
133,83.0,20.3,22.71,16.13,34.65,71.6,24.62,3.93,63.86,10.01,28.7,2.402,0.0,24,3,2022
91,85.0,13.34,16.13,11.4,83.9,95.5,62.28,1.061,355.9,4.39,13.56,4.821,4.6,26,3,2022
90,87.0,16.19,22.17,12.07,65.34,96.1,41.76,1.741,226.1,7.13,240.5,10.12,0.0,28,3,2022
92,88.0,15.38,17.91,12.34,87.9,100.0,64.33,2.093,262.3,6.429,258.8,10.94,1.2,29,3,2022
92,88.0,15.38,17.91,12.34,87.9,100.0,64.33,2.093,262.3,6.429,258.8,10.94,1.2,29,3,2022
92,213.0,27.09,29.81,24.44,78.4,87.1,67.48,0.635,164.2,2.479,193.7,24.11,0.0,1,8,2022
144,214.0,26.94,30.81,23.91,69.16,86.1,52.81,0.647,224.7,2.911,5.116,25.71,0.0,2,8,2022
164,215.0,28.18,32.08,23.99,56.87,76.2,32.22,1.105,275.4,4.43,160.2,25.71,0.0,3,8,2022
192,216.0,29.29,34.17,24.84,49.45,70.2,21.81,1.471,265.3,5.439,146.8,25.89,0.0,4,8,2022
196,217.0,28.11,31.42,23.44,57.79,76.4,24.88,1.43,272.8,4.733,248.0,25.55,0.0,5,8,2022
172,218.0,27.38,31.41,23.79,61.15,77.5,45.44,1.164,280.4,4.165,236.3,25.78,0.0,6,8,2022
187,220.0,26.32,30.28,22.72,64.03,78.5,51.24,0.915,285.2,3.636,253.7,24.67,0.0,8,8,2022
180,221.0,28.85,34.55,23.65,60.11,80.6,30.34,1.347,343.7,5.076,115.2,19.62,0.0,9,8,2022
161,222.0,28.66,35.41,23.71,63.1,83.7,31.34,1.5779999999999998,251.6,6.2620000000000005,252.0,23.57,0.0,10,8,2022
191,223.0,26.85,30.42,22.39,66.92,84.5,36.76,1.325,273.0,4.841,253.9,23.79,0.0,11,8,2022
133,228.0,21.63,25.37,18.32,75.5,89.4,58.37,1.994,246.1,5.792,284.6,24.33,0.0,16,8,2022
104,229.0,20.51,24.83,17.2,73.1,88.6,50.03,1.82,246.6,7.59,256.5,24.97,0.0,17,8,2022
119,232.0,25.17,31.03,21.38,58.91,80.0,32.22,0.778,325.0,3.822,172.7,24.54,0.0,20,8,2022
131,234.0,23.26,27.69,18.39,78.5,86.2,66.09,0.497,123.5,2.95,167.6,23.19,0.0,22,8,2022
133,235.0,25.39,28.96,22.12,71.3,86.0,50.24,1.085,228.6,4.733,138.5,23.76,0.0,23,8,2022
113,236.0,25.5,30.22,21.78,69.48,89.6,47.88,1.166,260.0,3.832,261.7,21.9,0.0,24,8,2022
106,237.0,24.64,28.96,21.85,79.3,91.1,61.69,0.894,239.2,4.43,239.0,22.78,0.0,25,8,2022
112,239.0,25.97,29.48,22.59,72.4,86.6,55.3,0.864,240.4,3.548,155.5,23.12,0.0,27,8,2022
110,241.0,27.02,31.42,24.44,68.01,82.0,36.56,1.331,248.8,5.949,259.2,15.81,0.0,29,8,2022
121,242.0,26.67,33.24,23.84,72.6,86.1,37.42,1.062,248.3,5.263,223.1,16.46,0.0,30,8,2022
140,243.0,27.58,31.15,23.98,58.59,74.2,42.62,1.128,261.5,5.302,1.231,19.8,0.0,31,8,2022
146,244.0,25.19,28.37,22.72,70.2,84.5,50.04,1.194,252.6,5.086,252.1,16.95,0.0,1,9,2022
151,245.0,25.09,28.9,20.78,68.76,87.5,31.69,1.703,246.1,5.586,254.2,16.6,0.0,2,9,2022
153,246.0,23.02,25.64,20.06,73.3,84.9,53.9,1.724,252.2,6.301,236.9,9.83,0.0,3,9,2022
152,248.0,21.46,25.77,17.99,71.6,86.0,40.95,1.56,238.1,6.154,259.9,22.09,0.0,5,9,2022
157,249.0,20.96,25.5,17.59,75.0,85.2,56.76,0.704,213.0,3.557,288.3,21.98,0.0,6,9,2022
132,250.0,21.96,26.65,18.19,67.78,84.7,23.22,0.917,229.6,4.479,153.2,20.66,0.0,7,9,2022
120,251.0,21.05,25.63,16.73,78.6,87.8,52.29,0.528,207.3,2.352,176.0,21.58,0.0,8,9,2022
115,252.0,21.78,26.29,16.27,73.9,89.1,50.04,0.541,173.1,2.156,170.9,19.39,0.2,9,9,2022
108,253.0,23.63,27.89,19.32,64.94,81.6,41.17,0.645,81.3,2.822,337.2,20.69,0.0,10,9,2022
112,255.0,25.79,30.9,22.85,73.6,91.5,35.36,1.202,123.6,5.782,201.6,15.59,0.0,12,9,2022
115,256.0,25.73,29.3,23.11,61.15,80.3,42.62,2.065,276.9,6.958,292.3,9.35,0.0,13,9,2022
112,257.0,22.89,25.9,19.38,66.84,81.8,52.3,3.098,260.2,7.36,250.0,14.48,0.0,14,9,2022
110,258.0,20.55,23.97,17.92,78.7,88.4,66.38,1.149,240.6,4.851,226.6,20.7,0.0,15,9,2022
134,262.0,23.61,28.49,18.93,70.5,90.2,49.02,0.732,261.3,3.263,246.6,18.82,0.0,19,9,2022
151,263.0,23.2,26.76,20.32,70.5,80.7,57.55,0.61,268.0,2.205,170.7,18.65,0.0,20,9,2022
181,264.0,23.25,26.56,20.52,70.3,87.5,50.89,0.843,284.4,4.547,278.1,18.73,0.8,21,9,2022
204,265.0,23.18,27.22,20.52,69.91,83.7,58.44,0.745,274.5,2.989,289.5,17.82,0.0,22,9,2022
227,266.0,22.64,26.16,18.73,71.1,80.7,60.99,0.77,300.4,3.156,330.8,19.52,0.0,23,9,2022
213,267.0,22.38,25.77,18.32,67.22,84.3,55.29,1.414,275.3,5.9190000000000005,235.7,19.36,0.0,24,9,2022
195,269.0,20.0,23.3,15.46,56.28,76.3,29.36,2.11,279.8,6.4879999999999995,235.6,19.84,0.0,26,9,2022
